Palabras clave,Fecha y hora,Origen,Id. del evento,Categoría de la tarea
Error de auditoría,03/06/2014 11:35:56,Microsoft-Windows-Security-Auditing,4776,Validación de credenciales,"El equipo intentó validar las credenciales de una cuenta.

Paquete de autenticación:	MICROSOFT_AUTHENTICATION_PACKAGE_V1_0
Cuenta de inicio de sesión:	alu1
Estación de trabajo de origen:	QUINTERO2
Código de error:	0xc000006e"
Error de auditoría,03/06/2014 11:35:56,Microsoft-Windows-Security-Auditing,4776,Validación de credenciales,"El equipo intentó validar las credenciales de una cuenta.

Paquete de autenticación:	MICROSOFT_AUTHENTICATION_PACKAGE_V1_0
Cuenta de inicio de sesión:	isabel
Estación de trabajo de origen:	QUINTERO2
Código de error:	0xc000006a"
Auditoría correcta,03/06/2014 11:35:56,Microsoft-Windows-Security-Auditing,4738,Administración de cuentas de usuario,"Se cambió una cuenta de usuario.

Sujeto:
	Id. de seguridad:		QUINTERO2\isabel
	Nombre de cuenta:		isabel
	Dominio de cuenta:		QUINTERO2
	Id. de inicio de sesión:		0x18b6d

Cuenta de destino:
	Id. de seguridad:		QUINTERO2\alu3
	Nombre de cuenta:		alu3
	Dominio de cuenta:		QUINTERO2

Atributos cambiados:
	Nombre de cuenta SAM:	alu3
	Nombre para mostrar:		alu3
	Nombre principal de usuario:	-
	Directorio principal:		<valor no establecido>
	Unidad principal:		<valor no establecido>
	Ruta de acceso de script:		<valor no establecido>
	Ruta de acceso de perfil:		<valor no establecido>
	Estaciones de trabajo de usuario:	<valor no establecido>
	Última contraseña establecida:	<nunca>
	Expiración de cuenta:		<nunca>
	Id. de grupo primario:	513
	Se permite delegación a:	-
	Valor de UAC anterior:		0x210
	Nuevo valor de UAC:		0x210
	Control de cuentas de usuario:	-
	Parámetros de usuario:	<valor no establecido>
	Historial de SID:		-
	Horas de inicio de sesión:		Todo

Información adicional:
	Privilegios:		-"
Auditoría correcta,03/06/2014 11:35:56,Microsoft-Windows-Security-Auditing,4732,Administración de grupos de seguridad,"Se agregó un miembro a un grupo local con seguridad habilitada.

Sujeto:
	Id. de seguridad:		QUINTERO2\isabel
	Nombre de cuenta:		isabel
	Dominio de cuenta:		QUINTERO2
	Id. de inicio de sesión:		0x18b6d

Miembro:
	Id. de seguridad:		QUINTERO2\alu3
	Nombre de cuenta:		-

Grupo:
	Id. de seguridad:		BUILTIN\Usuarios
	Nombre de grupo:		Usuarios
	Dominio de grupo:		Builtin

Información adicional:
	Privilegios:		-"
Auditoría correcta,03/06/2014 11:35:56,Microsoft-Windows-Security-Auditing,4738,Administración de cuentas de usuario,"Se cambió una cuenta de usuario.

Sujeto:
	Id. de seguridad:		QUINTERO2\isabel
	Nombre de cuenta:		isabel
	Dominio de cuenta:		QUINTERO2
	Id. de inicio de sesión:		0x18b6d

Cuenta de destino:
	Id. de seguridad:		QUINTERO2\alu3
	Nombre de cuenta:		alu3
	Dominio de cuenta:		QUINTERO2

Atributos cambiados:
	Nombre de cuenta SAM:	-
	Nombre para mostrar:		-
	Nombre principal de usuario:	-
	Directorio principal:		-
	Unidad principal:		-
	Ruta de acceso de script:		-
	Ruta de acceso de perfil:		-
	Estaciones de trabajo de usuario:	-
	Última contraseña establecida:	-
	Expiración de cuenta:		-
	Id. de grupo primario:	-
	Se permite delegación a:	-
	Valor de UAC anterior:		-
	Nuevo valor de UAC:		-
	Control de cuentas de usuario:	-
	Parámetros de usuario:	-
	Historial de SID:		-
	Horas de inicio de sesión:		-

Información adicional:
	Privilegios:		-"
Auditoría correcta,03/06/2014 11:35:56,Microsoft-Windows-Security-Auditing,4738,Administración de cuentas de usuario,"Se cambió una cuenta de usuario.

Sujeto:
	Id. de seguridad:		QUINTERO2\isabel
	Nombre de cuenta:		isabel
	Dominio de cuenta:		QUINTERO2
	Id. de inicio de sesión:		0x18b6d

Cuenta de destino:
	Id. de seguridad:		QUINTERO2\alu3
	Nombre de cuenta:		alu3
	Dominio de cuenta:		QUINTERO2

Atributos cambiados:
	Nombre de cuenta SAM:	alu3
	Nombre para mostrar:		alu3
	Nombre principal de usuario:	-
	Directorio principal:		<valor no establecido>
	Unidad principal:		<valor no establecido>
	Ruta de acceso de script:		<valor no establecido>
	Ruta de acceso de perfil:		<valor no establecido>
	Estaciones de trabajo de usuario:	<valor no establecido>
	Última contraseña establecida:	<nunca>
	Expiración de cuenta:		<nunca>
	Id. de grupo primario:	513
	Se permite delegación a:	-
	Valor de UAC anterior:		0x15
	Nuevo valor de UAC:		0x210
	Control de cuentas de usuario:	
		Cuenta habilitada
		""No se necesita contraseña"" - Deshabilitado
		""La contraseña no expira"" - Habilitado
	Parámetros de usuario:	<valor no establecido>
	Historial de SID:		-
	Horas de inicio de sesión:		Todo

Información adicional:
	Privilegios:		-"
Auditoría correcta,03/06/2014 11:35:56,Microsoft-Windows-Security-Auditing,4722,Administración de cuentas de usuario,"Se habilitó una cuenta de usuario.

Sujeto:
	Id. de seguridad:		QUINTERO2\isabel
	Nombre de cuenta:		isabel
	Dominio de cuenta:		QUINTERO2
	Id. de inicio de sesión:		0x18b6d

Cuenta de destino:
	Id. de seguridad:		QUINTERO2\alu3
	Nombre de cuenta:		alu3
	Dominio de cuenta:		QUINTERO2"
Auditoría correcta,03/06/2014 11:35:56,Microsoft-Windows-Security-Auditing,4720,Administración de cuentas de usuario,"Se creó una cuenta de usuario.

Sujeto:
	Id. de seguridad:		QUINTERO2\isabel
	Nombre de cuenta:		isabel
	Dominio de cuenta:		QUINTERO2
	Id. de inicio de sesión:		0x18b6d

Nueva cuenta:
	Id. de seguridad:		QUINTERO2\alu3
	Nombre de cuenta:		alu3
	Dominio de cuenta:		QUINTERO2

Atributos:
	Nombre de cuenta SAM:	alu3
	Nombre para mostrar:		<valor no establecido>
	Nombre principal de usuario:	-
	Directorio principal:		<valor no establecido>
	Unidad principal:		<valor no establecido>
	Ruta de acceso de script:		<valor no establecido>
	Ruta de acceso de perfil:		<valor no establecido>
	Estaciones de trabajo de usuario:	<valor no establecido>
	Última contraseña establecida:	<nunca>
	Expiración de cuenta:		<nunca>
	Id. de grupo primario:	513
	Se permite delegación a:	-
	Valor de UAC anterior:		0x0
	Nuevo valor de UAC:		0x15
	Control de cuentas de usuario:	
		Cuenta deshabilitada
		""No se necesita contraseña"" - Habilitado
		""Cuenta normal"" - Habilitado
	Parámetros de usuario:	<valor no establecido>
	Historial de SID:		-
	Horas de inicio de sesión:		Todo

Información adicional:
	Privilegios		-"
Auditoría correcta,03/06/2014 11:35:56,Microsoft-Windows-Security-Auditing,4728,Administración de grupos de seguridad,"Se agregó un miembro a un grupo global con seguridad habilitada.

Sujeto:
	Id. de seguridad:		QUINTERO2\isabel
	Nombre de cuenta:		isabel
	Dominio de cuenta:		QUINTERO2
	Id. de inicio de sesión:		0x18b6d

Miembro:
	Id. de seguridad:		QUINTERO2\alu3
	Nombre de cuenta:		-

Grupo:
	Id. de seguridad:		QUINTERO2\None
	Nombre de grupo:		None
	Dominio de grupo:		QUINTERO2

Información adicional:
	Privilegios:		-"
Error de auditoría,03/06/2014 11:35:51,Microsoft-Windows-Security-Auditing,4776,Validación de credenciales,"El equipo intentó validar las credenciales de una cuenta.

Paquete de autenticación:	MICROSOFT_AUTHENTICATION_PACKAGE_V1_0
Cuenta de inicio de sesión:	alu2
Estación de trabajo de origen:	QUINTERO2
Código de error:	0xc000006e"
Error de auditoría,03/06/2014 11:35:51,Microsoft-Windows-Security-Auditing,4776,Validación de credenciales,"El equipo intentó validar las credenciales de una cuenta.

Paquete de autenticación:	MICROSOFT_AUTHENTICATION_PACKAGE_V1_0
Cuenta de inicio de sesión:	alu1
Estación de trabajo de origen:	QUINTERO2
Código de error:	0xc000006e"
Error de auditoría,03/06/2014 11:35:51,Microsoft-Windows-Security-Auditing,4776,Validación de credenciales,"El equipo intentó validar las credenciales de una cuenta.

Paquete de autenticación:	MICROSOFT_AUTHENTICATION_PACKAGE_V1_0
Cuenta de inicio de sesión:	isabel
Estación de trabajo de origen:	QUINTERO2
Código de error:	0xc000006a"
Auditoría correcta,03/06/2014 11:35:51,Microsoft-Windows-Security-Auditing,4738,Administración de cuentas de usuario,"Se cambió una cuenta de usuario.

Sujeto:
	Id. de seguridad:		QUINTERO2\isabel
	Nombre de cuenta:		isabel
	Dominio de cuenta:		QUINTERO2
	Id. de inicio de sesión:		0x18b6d

Cuenta de destino:
	Id. de seguridad:		QUINTERO2\alu2
	Nombre de cuenta:		alu2
	Dominio de cuenta:		QUINTERO2

Atributos cambiados:
	Nombre de cuenta SAM:	alu2
	Nombre para mostrar:		alu2
	Nombre principal de usuario:	-
	Directorio principal:		<valor no establecido>
	Unidad principal:		<valor no establecido>
	Ruta de acceso de script:		<valor no establecido>
	Ruta de acceso de perfil:		<valor no establecido>
	Estaciones de trabajo de usuario:	<valor no establecido>
	Última contraseña establecida:	<nunca>
	Expiración de cuenta:		<nunca>
	Id. de grupo primario:	513
	Se permite delegación a:	-
	Valor de UAC anterior:		0x210
	Nuevo valor de UAC:		0x210
	Control de cuentas de usuario:	-
	Parámetros de usuario:	<valor no establecido>
	Historial de SID:		-
	Horas de inicio de sesión:		Todo

Información adicional:
	Privilegios:		-"
Auditoría correcta,03/06/2014 11:35:51,Microsoft-Windows-Security-Auditing,4732,Administración de grupos de seguridad,"Se agregó un miembro a un grupo local con seguridad habilitada.

Sujeto:
	Id. de seguridad:		QUINTERO2\isabel
	Nombre de cuenta:		isabel
	Dominio de cuenta:		QUINTERO2
	Id. de inicio de sesión:		0x18b6d

Miembro:
	Id. de seguridad:		QUINTERO2\alu2
	Nombre de cuenta:		-

Grupo:
	Id. de seguridad:		BUILTIN\Usuarios
	Nombre de grupo:		Usuarios
	Dominio de grupo:		Builtin

Información adicional:
	Privilegios:		-"
Auditoría correcta,03/06/2014 11:35:51,Microsoft-Windows-Security-Auditing,4738,Administración de cuentas de usuario,"Se cambió una cuenta de usuario.

Sujeto:
	Id. de seguridad:		QUINTERO2\isabel
	Nombre de cuenta:		isabel
	Dominio de cuenta:		QUINTERO2
	Id. de inicio de sesión:		0x18b6d

Cuenta de destino:
	Id. de seguridad:		QUINTERO2\alu2
	Nombre de cuenta:		alu2
	Dominio de cuenta:		QUINTERO2

Atributos cambiados:
	Nombre de cuenta SAM:	-
	Nombre para mostrar:		-
	Nombre principal de usuario:	-
	Directorio principal:		-
	Unidad principal:		-
	Ruta de acceso de script:		-
	Ruta de acceso de perfil:		-
	Estaciones de trabajo de usuario:	-
	Última contraseña establecida:	-
	Expiración de cuenta:		-
	Id. de grupo primario:	-
	Se permite delegación a:	-
	Valor de UAC anterior:		-
	Nuevo valor de UAC:		-
	Control de cuentas de usuario:	-
	Parámetros de usuario:	-
	Historial de SID:		-
	Horas de inicio de sesión:		-

Información adicional:
	Privilegios:		-"
Auditoría correcta,03/06/2014 11:35:51,Microsoft-Windows-Security-Auditing,4738,Administración de cuentas de usuario,"Se cambió una cuenta de usuario.

Sujeto:
	Id. de seguridad:		QUINTERO2\isabel
	Nombre de cuenta:		isabel
	Dominio de cuenta:		QUINTERO2
	Id. de inicio de sesión:		0x18b6d

Cuenta de destino:
	Id. de seguridad:		QUINTERO2\alu2
	Nombre de cuenta:		alu2
	Dominio de cuenta:		QUINTERO2

Atributos cambiados:
	Nombre de cuenta SAM:	alu2
	Nombre para mostrar:		alu2
	Nombre principal de usuario:	-
	Directorio principal:		<valor no establecido>
	Unidad principal:		<valor no establecido>
	Ruta de acceso de script:		<valor no establecido>
	Ruta de acceso de perfil:		<valor no establecido>
	Estaciones de trabajo de usuario:	<valor no establecido>
	Última contraseña establecida:	<nunca>
	Expiración de cuenta:		<nunca>
	Id. de grupo primario:	513
	Se permite delegación a:	-
	Valor de UAC anterior:		0x15
	Nuevo valor de UAC:		0x210
	Control de cuentas de usuario:	
		Cuenta habilitada
		""No se necesita contraseña"" - Deshabilitado
		""La contraseña no expira"" - Habilitado
	Parámetros de usuario:	<valor no establecido>
	Historial de SID:		-
	Horas de inicio de sesión:		Todo

Información adicional:
	Privilegios:		-"
Auditoría correcta,03/06/2014 11:35:51,Microsoft-Windows-Security-Auditing,4722,Administración de cuentas de usuario,"Se habilitó una cuenta de usuario.

Sujeto:
	Id. de seguridad:		QUINTERO2\isabel
	Nombre de cuenta:		isabel
	Dominio de cuenta:		QUINTERO2
	Id. de inicio de sesión:		0x18b6d

Cuenta de destino:
	Id. de seguridad:		QUINTERO2\alu2
	Nombre de cuenta:		alu2
	Dominio de cuenta:		QUINTERO2"
Auditoría correcta,03/06/2014 11:35:51,Microsoft-Windows-Security-Auditing,4720,Administración de cuentas de usuario,"Se creó una cuenta de usuario.

Sujeto:
	Id. de seguridad:		QUINTERO2\isabel
	Nombre de cuenta:		isabel
	Dominio de cuenta:		QUINTERO2
	Id. de inicio de sesión:		0x18b6d

Nueva cuenta:
	Id. de seguridad:		QUINTERO2\alu2
	Nombre de cuenta:		alu2
	Dominio de cuenta:		QUINTERO2

Atributos:
	Nombre de cuenta SAM:	alu2
	Nombre para mostrar:		<valor no establecido>
	Nombre principal de usuario:	-
	Directorio principal:		<valor no establecido>
	Unidad principal:		<valor no establecido>
	Ruta de acceso de script:		<valor no establecido>
	Ruta de acceso de perfil:		<valor no establecido>
	Estaciones de trabajo de usuario:	<valor no establecido>
	Última contraseña establecida:	<nunca>
	Expiración de cuenta:		<nunca>
	Id. de grupo primario:	513
	Se permite delegación a:	-
	Valor de UAC anterior:		0x0
	Nuevo valor de UAC:		0x15
	Control de cuentas de usuario:	
		Cuenta deshabilitada
		""No se necesita contraseña"" - Habilitado
		""Cuenta normal"" - Habilitado
	Parámetros de usuario:	<valor no establecido>
	Historial de SID:		-
	Horas de inicio de sesión:		Todo

Información adicional:
	Privilegios		-"
Auditoría correcta,03/06/2014 11:35:51,Microsoft-Windows-Security-Auditing,4728,Administración de grupos de seguridad,"Se agregó un miembro a un grupo global con seguridad habilitada.

Sujeto:
	Id. de seguridad:		QUINTERO2\isabel
	Nombre de cuenta:		isabel
	Dominio de cuenta:		QUINTERO2
	Id. de inicio de sesión:		0x18b6d

Miembro:
	Id. de seguridad:		QUINTERO2\alu2
	Nombre de cuenta:		-

Grupo:
	Id. de seguridad:		QUINTERO2\None
	Nombre de grupo:		None
	Dominio de grupo:		QUINTERO2

Información adicional:
	Privilegios:		-"
Error de auditoría,03/06/2014 11:35:45,Microsoft-Windows-Security-Auditing,4776,Validación de credenciales,"El equipo intentó validar las credenciales de una cuenta.

Paquete de autenticación:	MICROSOFT_AUTHENTICATION_PACKAGE_V1_0
Cuenta de inicio de sesión:	alu1
Estación de trabajo de origen:	QUINTERO2
Código de error:	0xc000006e"
Error de auditoría,03/06/2014 11:35:45,Microsoft-Windows-Security-Auditing,4776,Validación de credenciales,"El equipo intentó validar las credenciales de una cuenta.

Paquete de autenticación:	MICROSOFT_AUTHENTICATION_PACKAGE_V1_0
Cuenta de inicio de sesión:	isabel
Estación de trabajo de origen:	QUINTERO2
Código de error:	0xc000006a"
Auditoría correcta,03/06/2014 11:35:45,Microsoft-Windows-Security-Auditing,4738,Administración de cuentas de usuario,"Se cambió una cuenta de usuario.

Sujeto:
	Id. de seguridad:		QUINTERO2\isabel
	Nombre de cuenta:		isabel
	Dominio de cuenta:		QUINTERO2
	Id. de inicio de sesión:		0x18b6d

Cuenta de destino:
	Id. de seguridad:		QUINTERO2\alu1
	Nombre de cuenta:		alu1
	Dominio de cuenta:		QUINTERO2

Atributos cambiados:
	Nombre de cuenta SAM:	alu1
	Nombre para mostrar:		alu1
	Nombre principal de usuario:	-
	Directorio principal:		<valor no establecido>
	Unidad principal:		<valor no establecido>
	Ruta de acceso de script:		<valor no establecido>
	Ruta de acceso de perfil:		<valor no establecido>
	Estaciones de trabajo de usuario:	<valor no establecido>
	Última contraseña establecida:	<nunca>
	Expiración de cuenta:		<nunca>
	Id. de grupo primario:	513
	Se permite delegación a:	-
	Valor de UAC anterior:		0x210
	Nuevo valor de UAC:		0x210
	Control de cuentas de usuario:	-
	Parámetros de usuario:	<valor no establecido>
	Historial de SID:		-
	Horas de inicio de sesión:		Todo

Información adicional:
	Privilegios:		-"
